Date,Team,Acquired,Relinquished,Notes
2015-02-02, Saints,  Brandin Cooks, , activated from IR
2015-02-02, Saints,  Brodrick Bunkley, , activated from IR
2015-02-02, Saints,  Cheta Ozougwu, , activated from physically unable to perform list
2015-02-02, Saints,  Glenn Foster, , activated from IR
2015-02-02, Saints,  Jairus Byrd, , activated from IR
2015-02-02, Saints,  John Jenkins, , activated from IR
2015-02-02, Saints,  Pierre Thomas, , activated from IR
2015-02-02, Saints,  Rafael Bush, , activated from IR
2015-02-02, Saints,  Tyrequek Zimmerman / Ty Zimmerman, , activated from IR
2015-02-02, Saints,  Vinnie Sunseri, , activated from IR
2015-02-02, Seahawks,  Anthony McCoy, , activated from IR
2015-02-02, Seahawks,  Brandon Mebane, , activated from IR
2015-02-02, Seahawks,  Cassius Marsh, , activated from IR
2015-02-02, Seahawks,  D'Anthony Smith, , activated from IR
2015-02-02, Seahawks,  Derrick Coleman, , activated from IR
2015-02-02, Seahawks,  Eric Pinkins, , activated from physically unable to perform list
2015-02-02, Seahawks,  Greg Scruggs, , activated from IR
2015-02-02, Seahawks,  Heath Farwell, , activated from IR
2015-02-02, Seahawks,  Jesse Williams (b), , activated from IR
2015-02-02, Seahawks,  Jordan Hill, , activated from IR
2015-02-02, Seahawks,  Kevin Pierre-Louis, , activated from IR
2015-02-02, Seahawks,  Mike Taylor (c), , activated from IR
2015-02-02, Seahawks,  Paul Richardson Jr., , activated from IR
2015-02-02, Seahawks,  Stephen Schilling, , activated from IR
2015-02-02, Seahawks,  Zach Miller (a), , activated from IR
2015-02-02, Seahawks, David Gilreath, , activated from IR
2015-02-02, Steelers,  Brett Keisel, , activated from IR
2015-02-02, Steelers,  Cortez Allen, , activated from IR
2015-02-02, Steelers,  Jordan Zumwalt, , activated from IR
2015-02-02, Texans,  Alan Bonner, , activated from IR
2015-02-02, Texans,  Bryan Witzmann, , activated from IR
2015-02-02, Texans,  Cody White, , activated from IR
2015-02-02, Texans,  David Quessenberry, , activated from physically unable to perform list
2015-02-02, Texans,  Jadeveon Clowney, , activated from IR
2015-02-02, Texans,  Lonnie Ballentine, , activated from IR
2015-02-02, Texans,  Louis Nix III, , activated from IR
2015-02-02, Texans,  Max Bullough, , activated from IR
2015-02-02, Texans,  Ryan Fitzpatrick, , activated from IR
2015-02-02, Texans,  Ryan Mallett, , activated from IR
2015-02-02, Texans,  Tim Jamison, , activated from IR
2015-02-02, Texans,  Will Yeatman, , activated from IR
2015-02-02, Titans,  Bernard Pollard, , activated from IR
2015-02-02, Titans,  Blidi Wreh-Wilson, , activated from IR
2015-02-02, Titans,  Brett Brackett, , activated from IR
2015-02-02, Titans,  Brian Schwenke, , activated from IR
2015-02-02, Titans,  Colin McCarthy, , activated from IR
2015-02-02, Titans,  Craig Stevens, , activated from IR
2015-02-02, Titans,  Dexter McCluster, , activated from IR
2015-02-02, Titans,  Gabe Ikard, , activated from IR
2015-02-02, Titans,  Jake Locker, , activated from IR
2015-02-02, Titans,  Josh Stewart, , activated from IR
2015-02-02, Titans,  Justin Hunter, , activated from IR
2015-02-02, Titans,  Michael Oher, , activated from IR
2015-02-02, Titans,  Michael Roos, , activated from IR
2015-02-02, Titans,  Taylor Thompson, , activated from IR
2015-02-02, Titans,  Zach Brown (Vinzale), , activated from IR
2015-02-02, Vikings,  Anthony Barr, , activated from IR
2015-02-02, Vikings,  Antonio Richardson, , activated from IR
2015-02-02, Vikings,  Brandon Fusco, , activated from IR
2015-02-02, Vikings,  Dom DeCicco, , activated from IR
2015-02-02, Vikings,  Jerick McKinnon, , activated from IR
2015-02-02, Vikings,  Josh Samuda, , activated from IR
2015-02-02, Vikings,  Matt Cassel, , activated from IR
2015-02-02, Vikings,  Michael Mauti, , activated from IR
2015-02-02, Vikings,  Phil Loadholt, , activated from IR
2015-02-02, Chargers,  Nick Hardwick, , activated from IR
2015-04-13, Colts, ,  Aaron Morgan, placed on reserve/retired list
2015-04-16, Vikings,  Adrian Peterson (L.), , activated from reserve/exempt list
2015-04-29, Giants, ,  Troy Kropog, placed on physically unable to perform list with undisclosed injury
2015-05-05, 49ers, ,  Chase Thomas, placed on non-football injury list
2015-05-06, Raiders, ,  Miles Burris, placed on IR
2015-05-08, Vikings, ,  Austin Wentworth, placed on non-football injury list
2015-05-12, Giants, ,  Thomas Gordon, placed on IR with undisclosed injury
2015-05-12, Raiders, ,  Jeremy Gallon, placed on IR with undisclosed injury
2015-05-12, Texans, ,  James Rouse (b), placed on IR with Achilles injury
2015-05-15, Seahawks, ,  Tory Slater, placed on IR with undisclosed injury
2015-05-19, Chiefs, ,  Curtis Feigt, placed on non-football injury list with hip injury
2015-05-19, Redskins, ,  James Gayle, placed on IR with undisclosed injury
2015-05-19, Saints, ,  Malcome Kennedy / Malcolme Kennedy, placed on IR with foot injury
2015-05-19, Seahawks, ,  Demitrius Bronson, placed on IR with hamstring injury
2015-05-21, Buccaneers, ,  Emmanuel Ogbuehi, placed on IR with undisclosed injury
2015-05-21, Saints, ,  Andy Tanner, placed on IR with undisclosed injury
2015-05-21, Steelers, ,  L'Damian Washington, placed on IR with undisclosed injury
2015-05-26, Steelers,  L'Damian Washington, , activated from IR
2015-05-27, Browns, ,  Keith Pough, placed on IR with undisclosed injury
2015-05-27, Colts, ,  Joshua Mitchell / Josh Mitchell, placed on IR with undisclosed injury
2015-05-27, Cowboys, ,  Chris Boyd, placed on IR with undisclosed injury
2015-05-29, Broncos, ,  Ryan Clady, placed on IR with torn ACL in left knee
2015-05-29, Ravens, ,  Julian Wilson, placed on IR with leg injury
2015-06-01, Seahawks,  Tory Slater, , activated from IR
2015-06-04, Raiders, ,  Andre Debose, placed on IR with Achilles injury
2015-06-04, Browns,  Keith Pough, , activated from IR
2015-06-04, Buccaneers,  Emmanuel Ogbuehi, , activated from IR
2015-06-05, Raiders, ,  Jacoby Hale, placed on IR with undisclosed injury
2015-06-05, Rams, ,  Bud Sasser, placed on IR (CBS) / non-football injury list (SN) with illness
2015-06-08, Rams,  Bud Sasser, , activated from IR
2015-06-09, Titans, ,  Brandon Harris (a), placed on IR with left knee injury
2015-06-16, Seahawks, ,  Ryan Robinson (b), placed on IR with Achilles tendon injury
2015-06-17, Bills, ,  Deon Broomfield, placed on IR with undisclosed injury
2015-06-17, Jets, ,  Zach Sudfeld, placed on IR with torn ACL in knee
2015-06-17, Panthers, ,  Tyronne Green, placed on IR with Achilles injury
2015-06-18, Steelers, ,  Micah Hatchie, placed on IR with torn left Achilles tendon
2015-06-19, Raiders,  Jacoby Hale, , activated from IR
2015-06-29, Cowboys,  Chris Boyd, , activated from IR
2015-07-16, Giants, ,  Marcus Harris (b), placed on IR with knee injury
2015-07-22, Browns, ,  Ifo Ekpre-Olomu, placed on non-football injury list
2015-07-22, Browns, ,  Randall Telfer, placed on non-football injury list
2015-07-22, Browns, ,  Tory Slater, placed on physically unable to perform list
2015-07-22, Ravens, ,  Cam Worthy, placed on physically unable to perform list
2015-07-22, Saints, ,  Antonio Johnson (b), placed on non-football injury list
2015-07-22, Saints, ,  Davis Tull, placed on non-football injury list
2015-07-22, Saints, ,  Marcus Murphy, placed on non-football injury list
2015-07-22, Seahawks,  Demitrius Bronson, , activated from IR
2015-07-23, Ravens, ,  Javorius Allen / Buck Allen, placed on non-football injury list
2015-07-23, Ravens, ,  Leon Brown (a), placed on non-football injury list
2015-07-23, Ravens, ,  Tray Walker, placed on non-football injury list
2015-07-26, Vikings, ,  Casey Matthews, placed on IR with hip injury
2015-07-26, Vikings, ,  DaVaris Daniels, placed on non-football injury list
2015-07-26, Vikings, ,  Josh Robinson (b), placed on physically unable to perform list
2015-07-26, Vikings, ,  Shamar Stephen, placed on non-football injury list
2015-07-27, Texans, ,  Jadeveon Clowney, placed on physically unable to perform list
2015-07-28, Bengals, ,  Cedric Ogbuehi, placed on non-football injury list
2015-07-28, Bengals, ,  Margus Hunt, placed on physically unable to perform list
2015-07-28, Bengals, ,  Sean Porter, placed on physically unable to perform list
2015-07-28, Bengals, ,  Vontaze Burfict, placed on physically unable to perform list
2015-07-28, Cowboys, ,  Ryan Williams (a), placed on IR with knee injury
2015-07-28, Eagles, ,  Matthew Tucker, placed on non-football injury list with undisclosed injury
2015-07-28, Jaguars, ,  James Sample, placed on physically unable to perform list
2015-07-28, Jaguars, ,  Sen'Derrick Marks, placed on physically unable to perform list
2015-07-28, Rams, ,  Cody Wichmann, placed on physically unable to perform list
2015-07-28, Saints, ,  Glenn Foster, placed on physically unable to perform list
2015-07-28, Saints, ,  Jairus Byrd, placed on physically unable to perform list
2015-07-28, Saints, ,  Marques Colston, placed on physically unable to perform list
2015-07-28, Saints, ,  Michael Brewster / Mike Brewster, placed on IR with undisclosed injury
2015-07-28, Texans, ,  Akeem Dent, placed on physically unable to perform list
2015-07-29, Bengals, ,  James Wright (c), placed on IR with knee injury
2015-07-29, Cardinals, ,  Damond Powell, placed on non-football injury list with undisclosed injury
2015-07-29, Cardinals, ,  Jermaine Gresham, placed on physically unable to perform list
2015-07-29, Cardinals, ,  Troy Niklas, placed on non-football injury list
2015-07-29, Cardinals, ,  Zack Wagenmann, placed on non-football injury list
2015-07-29, Chiefs, ,  Demetrius Harris, placed on physically unable to perform list
2015-07-29, Cowboys, ,  Cameron Lawrence, placed on IR with undisclosed injury
2015-07-29, Cowboys, ,  Ryan Miller, placed on IR with undisclosed injury
2015-07-29, Dolphins, ,  DeVante Parker, placed on physically unable to perform list
2015-07-29, Dolphins, ,  Don Jones (d), placed on physically unable to perform list
2015-07-29, Dolphins, ,  Gerell Robinson, placed on non-football injury list
2015-07-29, Jaguars, ,  Storm Johnson, placed on non-illness injury list
2015-07-29, Jets, ,  Kevin Vickerson, placed on physically unable to perform list
2015-07-29, Jets, ,  Stevan Ridley, placed on physically unable to perform list
2015-07-29, Jets, ,  Willie Colon, placed on physically unable to perform list
2015-07-29, Lions, ,  Jason Jones (b), placed on physically unable to perform list
2015-07-29, Lions, ,  LaAdrian Waddle, placed on physically unable to perform list
2015-07-30, Bengals, ,  Rey Maualuga, placed on non-football injury list
2015-07-30, Bills, ,  Cam Thomas (b), placed on physically unable to perform list
2015-07-30, Bills, ,  Chris Manhertz, placed on physically unable to perform list
2015-07-30, Bills, ,  Dan Carpenter, placed on non-football injury list
2015-07-30, Bills, ,  Leodis McKelvin, placed on non-football injury list
2015-07-30, Bills, ,  Mario Williams, placed on non-football injury list
2015-07-30, Browns, ,  Darius Eubanks, placed on non-football injury list
2015-07-30, Browns, ,  Glenn Winston, placed on non-football injury list
2015-07-30, Browns, ,  Marlon Moore, placed on non-football injury list
2015-07-30, Cowboys, ,  Chaz Green, placed on non-football injury list
2015-07-30, Cowboys, ,  Darren McFadden, placed on physically unable to perform list
2015-07-30, Cowboys, ,  Mark Nzeocha, placed on non-football injury list
2015-07-30, Cowboys, ,  Rolando McClain, placed on physically unable to perform list
2015-07-30, Cowboys, ,  Shane McDermott, placed on non-football injury list
2015-07-30, Falcons, ,  Lamar Holmes, placed on physically unable to perform list
2015-07-30, Panthers, ,  Brandon Williams (c), placed on physically unable to perform list
2015-07-30, Panthers, ,  De'Andre Presley, placed on physically unable to perform list
2015-07-30, Panthers, ,  Jonathan Martin, placed on did-not-report list
2015-07-30, Ravens, ,  Cam Worthy, placed on IR with foot injury
2015-07-30, Titans, ,  Dorin Dickerson, placed on IR with Achilles injury
2015-07-30, Titans, ,  Sammie Hill / Sammie Lee Hill, placed on physically unable to perform list
2015-07-31, Buccaneers, ,  Louis Murphy Jr., placed on non-football injury list with ankle injury
2015-07-31, Seahawks, ,  Kam Chancellor, placed on did-not-report list
2015-07-31, Steelers, ,  Shawn Lemon, placed on physically unable to perform list with Achilles injury
2015-08-01, Dolphins,  Gerell Robinson, , activated from non-football injury list
2015-08-01, Giants, ,  Ben Edwards, placed on IR with undisclosed injury
2015-08-01, Jets,  Willie Colon, , activated from physically unable to perform list
2015-08-02, Chiefs, ,  Keshawn Hill, placed on IR with undisclosed injury
2015-08-02, Colts, ,  Donald Thomas, placed on physically unable to perform list
2015-08-02, Colts, ,  Robert Mathis, placed on physically unable to perform list
2015-08-03, 49ers, ,  Reggie Bush, placed on IR with torn ACL in right knee
2015-08-03, Bears, ,  Demontre Hurst, placed on IR with undisclosed injury
2015-08-03, Bengals, ,  A.J. Hawk (a), placed on IR with Achilles injury
2015-08-03, Broncos, ,  A.J. Hawk (a), placed on IR with Achilles injury
2015-08-03, Broncos, ,  Kyle Williams (c), placed on IR with Achilles injury
2015-08-03, Cardinals,  Jermaine Gresham, , activated from physically unable to perform list
2015-08-03, Cardinals,  Troy Niklas, , activated from non-football injury list
2015-08-03, Falcons, ,  Matt Bryant, placed on IR with undisclosed
2015-08-03, Giants, ,  Brad Harrah, placed on IR with undisclosed injury
2015-08-03, Giants, ,  Demontre Hurst, placed on IR with undisclosed injury (CBS)
2015-08-03, Giants, ,  Matt LaCosse, placed on IR with undisclosed injury
2015-08-03, Giants, ,  Will Blackmon, placed on IR with undisclosed injury
2015-08-03, Lions, ,  Haloti Ngata, placed on non-football injury list
2015-08-03, Panthers, ,  Stephen Hill, placed on IR with undisclosed injury
2015-08-03, Seahawks, ,  Will Blackmon, placed on IR with undisclosed injury
2015-08-03, Steelers, ,  Matt Bryant, placed on IR with undisclosed (CBS)
2015-08-03, Steelers, ,  Ross Scheuerman, placed on IR with undisclosed injury
2015-08-03, Steelers,  Maurkice Pouncey, , activated from physically unable to perform list
2015-08-03, Steelers,  Shawn Lemon, , activated from physically unable to perform list
2015-08-04, Bengals,  Margus Hunt, , activated from physically unable to perform list
2015-08-04, Broncos, ,  Connor Rains, placed on IR with undisclosed injury
2015-08-04, Cardinals, ,  Bradley Sowell, placed on IR with foot injury
2015-08-04, Chargers, ,  Michael Roos, placed on IR with fractured foot
2015-08-04, Chargers, ,  Tenny Palepoi, placed on IR with undisclosed injury
2015-08-04, Cowboys, ,  Anthony Fasano, placed on IR with torn ACL in knee
2015-08-04, Cowboys, ,  Justin Jackson, placed on IR with undisclosed injury
2015-08-04, Patriots, ,  Kevin Hughes, placed on IR with undisclosed injury
2015-08-04, Patriots, ,  Vince Taylor, placed on physically unable to perform list with undisclosed injury
2015-08-04, Seahawks,  Will Blackmon, , activated from IR
2015-08-04, Eagles, ,  Travis Long, placed on IR with undisclosed injury
2015-08-04, Patriots, ,  Damond Smith, placed on IR with undisclosed
2015-08-05, Bills,  Chris Manhertz, , activated from physically unable to perform list
2015-08-05, Colts, ,  Kendall Langford, placed on IR with undisclosed injury (out for season)
2015-08-05, Cowboys, ,  Justin Anderson (b), placed on IR with undisclosed injury
2015-08-05, Cowboys, ,  Reshod Fortenberry, placed on IR with undisclosed injury
2015-08-05, Cowboys, ,  Steven Jackson, placed on IR with knee injury
2015-08-05, Eagles, ,  Adrian Peterson, placed on IR with torn ACL in left knee
2015-08-05, Patriots, ,  A.J. Derby, placed on IR with undisclosed injury
2015-08-05, Patriots, ,  Matt Hasselbeck, placed on IR with undisclosed injury
2015-08-05, Seahawks,  Earl Thomas III, , activated from physically unable to perform list
2015-08-06, Cardinals,  Bradley Sowell, , activated from IR
2015-08-06, Raiders,  Trent Richardson, , activated from non-football injury list
2015-08-06, Steelers, ,  Adrian Peterson, placed on IR with undisclosed injury
2015-08-06, Steelers, ,  Eli Rogers, placed on IR with undisclosed injury
2015-08-07, 49ers, ,  Ben Gottschalk, placed on IR with foot injury
2015-08-07, Bears, ,  Brian Vogler, placed on IR with foot injury
2015-08-07, Cardinals, ,  John Fullington, placed on IR with torn ACL in left knee
2015-08-07, Steelers, ,  Clifton Geathers, placed on IR with undisclosed injury
2015-08-07, Steelers, ,  Rob Blanchflower, placed on IR with undisclosed injury
2015-08-07, Titans, ,  Cody Prewitt, placed on IR with undisclosed injury
2015-08-07, Giants,  Ben Edwards, , activated from IR
2015-08-07, Giants,  Brad Harrah, , activated from IR
