Date,Team,Acquired,Relinquished,Notes
2009-09-06, Steelers,  Isaac Redman, , signed free agent to practice squad
2009-09-06, Steelers,  Justin Vincent, , signed free agent to practice squad
2009-09-06, Steelers,  Steve McLendon, , signed free agent to practice squad
2009-09-06, Steelers,  Tyler Grisham, , signed free agent to practice squad
2009-09-06, Texans,  Adam Stenavich, , signed free agent to practice squad
2009-09-06, Texans,  Arian Foster, , signed free agent to practice squad
2009-09-06, Texans,  Brett Helms, , signed free agent to practice squad
2009-09-06, Texans,  Buster Davis (a), , signed free agent to practice squad
2009-09-06, Texans,  Darnell Jenkins, , signed free agent to practice squad
2009-09-06, Texans,  Dunta Robinson, , re-signed restricted free agent to a 1-year contract
2009-09-06, Texans,  Jesse Nading, , signed free agent to practice squad
2009-09-06, Texans,  Mark Parson, , signed free agent to practice squad
2009-09-06, Texans,  Tim Jamison, , signed free agent to practice squad
2009-09-06, Titans,  Fernando Velasco, , signed free agent to practice squad
2009-09-06, Titans,  Mitch King, , signed free agent to practice squad
2009-09-06, Titans,  Nick Schommer, , signed free agent to practice squad
2009-09-06, Titans,  Paul Williams (c), , signed free agent to practice squad
2009-09-06, Titans,  Phillip Morris, , signed free agent to practice squad
2009-09-06, Titans,  Rodney Ferguson, , signed free agent to practice squad
2009-09-06, Titans,  Ryan Durand, , signed free agent to practice squad
2009-09-06, Vikings, ,  Jon Cooper / John Cooper, waived
2009-09-06, Vikings,  Chris Clark, , signed free agent to practice squad
2009-09-06, Vikings,  Colt Anderson, , signed free agent to practice squad
2009-09-06, Vikings,  Drew Radovich, , signed free agent to practice squad
2009-09-06, Vikings,  Garrett Mills, , signed free agent to practice squad
2009-09-06, Vikings,  Ian Johnson, , signed free agent to practice squad
2009-09-06, Vikings,  John David Booty, , signed free agent to practice squad
2009-09-06, Vikings,  Kory Lichtensteiger, , claimed off waivers (from Broncos)
2009-09-06, Vikings,  Nick Moore (b), , signed free agent to practice squad
2009-09-06, Vikings,  Tremaine Johnson, , signed free agent to practice squad
2009-09-07, 49ers, ,  Diyral Briggs, waived
2009-09-07, 49ers,  Tony Pashos, , signed unrestricted free agent to a 1-year contract
2009-09-07, Bears,  James Marten, , signed free agent to practice squad
2009-09-07, Broncos, ,  Chad Jackson, waived
2009-09-07, Cardinals,  Alex Field, , signed free agent to practice squad
2009-09-07, Cardinals,  Ed Gant, , signed free agent to practice squad
2009-09-07, Cardinals,  Keilen Dykes, , signed free agent to practice squad
2009-09-07, Cardinals,  Trevor Canfield, , signed free agent to practice squad
2009-09-07, Chiefs,  Barry Richardson, , signed free agent to practice squad
2009-09-07, Colts, ,  Jordan Senn, waived
2009-09-07, Colts,  Aaron Francisco, , claimed off waivers (from Cardinals)
2009-09-07, Dolphins,  Danny Lansanah, , signed free agent to practice squad
2009-09-07, Eagles,  Jack Ikegwuonu, , signed free agent to practice squad
2009-09-07, Eagles,  Jeremy Leman / J Leman, , signed free agent to practice squad
2009-09-07, Eagles,  Marcus Mailei, , signed free agent to practice squad
2009-09-07, Eagles,  Reshard Langford, , signed free agent to practice squad
2009-09-07, Falcons, ,  Jamaal Fudge, waived
2009-09-07, Giants,  Allen Patrick, , signed free agent to practice squad
2009-09-07, Giants,  Kareem Brown, , signed free agent to practice squad
2009-09-07, Giants,  Nehemiah Broughton, , signed free agent to practice squad
2009-09-07, Giants,  Rhett Bomar, , signed free agent to practice squad
2009-09-07, Jaguars, ,  Kennard Cox, waived
2009-09-07, Jaguars,  Richard Bartel / Rich Bartel, , signed free agent to practice squad
2009-09-07, Jets, ,  A.J. Trapasso, waived
2009-09-07, Jets,  Emanuel Cook, , signed free agent to practice squad
2009-09-07, Jets,  Jack Simmons, , signed free agent to practice squad
2009-09-07, Jets,  Jehuu Caulcrick, , signed free agent to practice squad
2009-09-07, Jets,  Keith Fitzhugh, , signed free agent to practice squad
2009-09-07, Jets,  Kenwin Cummings, , signed free agent to practice squad
2009-09-07, Jets,  Marcus Henry (a), , signed free agent to practice squad
2009-09-07, Jets,  Matt Kroul, , signed free agent to practice squad
2009-09-07, Jets,  Ryan McKee, , signed free agent to practice squad
2009-09-07, Jets,  Steve Weatherford, , signed free agent
2009-09-07, Lions,  Brock Berlin, , signed free agent to practice squad
2009-09-07, Packers, ,  Evan Moore, waived
2009-09-07, Panthers,  Dustin Fry, , signed free agent to practice squad
2009-09-07, Panthers,  Marcus Walker, , signed free agent to practice squad
2009-09-07, Patriots, ,  Greg Lewis, waived
2009-09-07, Patriots,  Adrian Grady, , signed free agent to practice squad
2009-09-07, Patriots,  Bret Lockett, , claimed off waivers (from Browns)
2009-09-07, Patriots,  Darryl Richard, , signed free agent to practice squad
2009-09-07, Patriots,  Patrick Brown, , signed free agent to practice squad
2009-09-07, Patriots,  Titus Adams, , signed free agent to practice squad
2009-09-07, Raiders,  Roy Schuening, , signed free agent to practice squad
2009-09-07, Rams,  Bryan Smith, , signed free agent to practice squad
2009-09-07, Rams,  Chris Ogbonnaya, , signed free agent to practice squad
2009-09-07, Ravens,  Isaac Smolko / Issac Smolko, , signed free agent to practice squad
2009-09-07, Redskins,  Andre' Woodson / Andre Woodson, , signed free agent to practice squad
2009-09-07, Redskins,  Darrel Young, , signed free agent to practice squad
2009-09-07, Redskins,  Onrea Jones, , signed free agent to practice squad
2009-09-07, Saints,  Stanley Arnoux, , signed fourth round pick to a 4-year contract
2009-09-07, Seahawks,  Blake Schlueter, , signed free agent to practice squad
2009-09-07, Seahawks,  Devin Moore, , signed free agent to practice squad
2009-09-07, Seahawks,  Jamar Adams, , signed free agent to practice squad
2009-09-07, Seahawks,  Kyle Williams (b), , signed free agent to practice squad
2009-09-07, Seahawks,  Logan Payne, , signed free agent to practice squad
2009-09-07, Seahawks,  Roy Lewis, , signed free agent to practice squad
2009-09-07, Seahawks,  Thomas Williams (c), , signed free agent to practice squad
2009-09-07, Steelers,  Tuff Harris, , signed free agent to practice squad
2009-09-07, Titans,  Mike Rivera, , signed free agent to practice squad
2009-09-07, Vikings, ,  Drew Radovich, waived from practice squad
2009-09-08, 49ers, ,  Khalif Mitchell, waived from practice squad
2009-09-08, 49ers,  Diyral Briggs, , signed free agent to practice squad
2009-09-08, Bills, ,  Langston Walker, waived
2009-09-08, Bills,  Kirk Chambers, , signed free agent
2009-09-08, Browns,  Corey Hilliard, , signed free agent to practice squad
2009-09-08, Browns,  Marcus Benard, , signed free agent to practice squad
2009-09-08, Cardinals, ,  Elton Brown (b), waived
2009-09-08, Cardinals,  Chris Harrington, , signed free agent to practice squad
2009-09-08, Cardinals,  Jeremy Bridges, , signed free agent to a 1-year contract
2009-09-08, Cardinals,  Lee Robinson, , signed free agent to practice squad
2009-09-08, Cardinals,  Rashad Barksdale, , signed free agent to practice squad
2009-09-08, Cardinals,  Taufui Vakapuna / Fui Vakapuna, , signed free agent to practice squad
2009-09-08, Colts,  Jason Pociask, , signed free agent to practice squad
2009-09-08, Dolphins, ,  Davon Drew, waived
2009-09-08, Eagles, ,  Tony Curtis (b), waived
2009-09-08, Eagles,  (E.) Alex Smith, , signed free agent to a 1-year contract
2009-09-08, Falcons, ,  Michael Butterworth (CBC SN) / Mike Butterworth (CBS E NFL), waived from practice squad
2009-09-08, Falcons,  Rob Bruggeman, , signed free agent to practice squad
2009-09-08, Jaguars, ,  Dennis Norman, waived
2009-09-08, Jaguars,  Brian Russell, , signed free agent
2009-09-08, Jaguars,  Kynan Forney, , signed free agent
2009-09-08, Jets, ,  Jason Davis, waived
2009-09-08, Jets, ,  Jehuu Caulcrick, waived from practice squad
2009-09-08, Jets,  Danny Woodhead, , signed free agent to practice squad
2009-09-08, Jets,  Ryan Fowler, , signed free agent
2009-09-08, Patriots,  Robbie Agnone, , signed free agent to practice squad
2009-09-08, Rams,  Nate Jones (b), , signed free agent to practice squad
2009-09-08, Steelers,  Justin Hartwig, , re-signed to a 4-year contract extension
2009-09-08, Vikings,  Jon Cooper / John Cooper, , signed free agent to practice squad
2009-09-09, 49ers,  Drew Radovich, , signed free agent to practice squad
2009-09-09, Broncos, ,  Josh Bell, waived (injury settlement)
2009-09-09, Broncos,  Mario Haggan, , re-signed to a 2-year contract extension
2009-09-09, Browns, ,  Brandon Anderson, waived from practice squad
2009-09-09, Browns,  Keith Green, , signed free agent to practice squad
2009-09-09, Browns,  Keith Grennan, , signed free agent to practice squad
2009-09-09, Colts, ,  Sam Giguere, waived from practice squad (SN)
2009-09-09, Colts,  De'von Hall, , signed free agent to practice squad
2009-09-09, Dolphins,  Kory Sperry, , signed free agent to practice squad
2009-09-09, Dolphins,  Nate Garner, , signed from practice squad to active roster
2009-09-09, Jets,  Mike Devito, , re-signed to a 3-year contract extension through 2012
2009-09-09, Panthers,  Charly Martin, , signed free agent to practice squad
2009-09-09, Broncos, , Matt McChesney, waived (injury settlement)
2009-09-10, Bears, , Dahna Deleston, waived (injury settlement)
2009-09-10, Buccaneers, ,  William Middleton, waived
2009-09-10, Buccaneers,  A.J. Trapasso, , signed free agent to practice squad
2009-09-10, Buccaneers,  Kyle Arrington, , signed from practice squad to active roster
2009-09-10, Jets, ,  Emanuel Cook, waived from practice squad
2009-09-10, Jets,  Jason Davis, , signed free agent to practice squad
2009-09-10, Raiders,  Paul Hubbard, , signed free agent to practice squad
2009-09-10, Raiders,  William Joseph, , signed free agent to practice squad
2009-09-10, Rams, ,  Chris Draft, waived
2009-09-10, Rams, Quinton Culberson, , signed free agent
2009-09-10, Vikings, ,  Bobby Wade, waived
2009-09-10, Vikings,  Greg Lewis, , signed free agent
2009-09-11, Lions, ,  Chris Roberson, released
2009-09-11, Packers, ,  Charlie Peprah, waived
2009-09-11, Raiders,  William Joseph, , signed from practice squad to active roster
2009-09-11, Texans, ,  Andre Hall (a), released
2009-09-12, Colts, ,  Jason Pociask, released from practice squad
2009-09-12, Colts,  Sam Giguere, , signed free agent to practice squad
2009-09-12, Falcons, ,  Verron Haynes, waived
2009-09-14, Bears,  Tim Shaw, , signed free agent to a 1-year contract
2009-09-14, Bengals, ,  DeDe Dorsey, waived
2009-09-14, Bengals,  Andre Smith (a), , roster exemption lifted
2009-09-14, Bills, ,  Justin Jenkins, waived
2009-09-14, Bills,  Jonathan Stupar, , signed from practice squad to active roster
2009-09-14, Buccaneers, ,  A.J. Trapasso, waived from practice squad
2009-09-14, Buccaneers, ,  Kyle Arrington, waived
2009-09-14, Buccaneers, ,  Maurice Evans, waived
2009-09-14, Buccaneers,  Tim Crowder, , signed free agent
2009-09-14, Buccaneers, Sean Mahan, , signed free agent
2009-09-14, Cardinals, ,  Lance Long, waived
2009-09-14, Chargers, ,  Gartrell Johnson, waived
2009-09-14, Chargers,  Andre Coleman, , signed from practice squad to active roster
2009-09-14, Eagles,  Jeff Garcia, , signed free agent
2009-09-14, Falcons, ,  Glenn Sharpe, waived from practice squad
2009-09-14, Falcons,  Verron Haynes, , signed free agent
2009-09-14, Falcons,  William Middleton, , signed free agent to practice squad
2009-09-14, Jets, ,  Marquice Cole, waived
2009-09-14, Panthers, A.J. Feeley, , signed free agent
2009-09-14, Raiders, ,  William Joseph, waived
2009-09-14, Redskins, ,  Onrea Jones, waived from practice squad
2009-09-14, Redskins,  William Robinson / Will Robinson, , signed free agent to practice squad
2009-09-14, Saints, ,  Buck Ortega, waived
2009-09-14, Saints,  Courtney Roby, , signed free agent
2009-09-14, Seahawks, ,  Blake Schlueter, waived from practice squad
2009-09-14, Seahawks, ,  Derek Walker, waived
2009-09-14, Seahawks,  D.D. Lewis (b), , signed free agent
2009-09-15, Browns, ,  Leon Williams (b), waived
2009-09-15, Buccaneers,  Brandon Anderson, , signed free agent to practice squad
2009-09-15, Buccaneers,  Derrick Roberson, , signed free agent to practice squad
2009-09-15, Chargers, ,  Andre Coleman, waived
2009-09-15, Chiefs, ,  Claude McBride / Turk McBride, waived
2009-09-15, Chiefs,  Bobby Wade, , signed free agent
2009-09-15, Colts, ,  Cody Glenn, waived
2009-09-15, Colts, ,  Shane Andrus, waived
2009-09-15, Dolphins, ,  Mark Lewis (b), waived from practice squad
2009-09-15, Dolphins,  Andrew Hartline, , signed free agent to practice squad
2009-09-15, Eagles, ,  Hank Baskett, waived
2009-09-15, Giants, ,  Allen Patrick, waived from practice squad
2009-09-15, Giants, ,  DeAndre Wright, waived from practice squad
2009-09-15, Giants, ,  Kareem Brown, waived from practice squad
2009-09-15, Giants, ,  Leger Douzable, waived
2009-09-15, Giants, ,  Tutan Reyes, waived
2009-09-15, Giants,  Bear Pascoe, , signed free agent to practice squad
2009-09-15, Giants,  Gartrell Johnson, , claimed off waivers (from Chargers)
2009-09-15, Giants,  Michael Coe, , signed free agent to practice squad
2009-09-15, Jaguars,  Kennard Cox, , signed from practice squad to active roster
2009-09-15, Jaguars,  Robert Henderson, , signed free agent to practice squad
2009-09-15, Rams,  Paris Lenon, , signed free agent
2009-09-15, Rams,  Ruvell Martin, , signed free agent
2009-09-15, Ravens, ,  Isaac Smolko / Issac Smolko, waived from practice squad
2009-09-15, Ravens,  Davon Drew, , signed free agent to practice squad
2009-09-15, Saints, ,  Matt Simon (b), waived from practice squad
2009-09-15, Saints,  Tyler Lorenzen, , signed free agent to practice squad
2009-09-15, Seahawks,  Derek Walker, , signed free agent to practice squad
2009-09-15, Steelers, ,  Dezmond Sherrod, waived from practice squad
2009-09-15, Steelers,  Kevin Brock, , signed free agent to practice squad
2009-09-15, Texans, ,  Buster Davis (a), waived from practice squad
2009-09-16, Bears, ,  Johan Asiata, waived from practice squad
2009-09-16, Bears,  Kahlil Bell, , signed free agent to practice squad
2009-09-16, Bills, ,  Jonathan Stupar, waived
2009-09-16, Bills,  Justin Jenkins, , signed free agent
2009-09-16, Browns, ,  DeAngelo Smith, waived
2009-09-16, Browns,  Billy Yates, , signed free agent
2009-09-16, Browns,  Raymond Ventrone / Bubba Ventrone, , signed free agent
2009-09-16, Cardinals,  Keilen Dykes, , signed from practice squad to active roster
2009-09-16, Cardinals,  Onrea Jones, , signed free agent to practice squad
2009-09-16, Chargers,  Andre Coleman, , signed free agent to practice squad
2009-09-16, Chargers,  Dennis Norman, , signed free agent to a 1-year contract
2009-09-16, Chiefs, ,  Rodney Wright, waived from practice squad
2009-09-16, Chiefs,  Lance Long, , signed free agent to practice squad
2009-09-16, Colts, ,  Sam Giguere, waived from practice squad
2009-09-16, Colts,  Jason Pociask, , signed free agent to practice squad (error?)
2009-09-16, Giants,  Jacob Bender, , signed free agent to practice squad
2009-09-16, Jets, ,  Jack Simmons, waived from practice squad
2009-09-16, Jets,  Marquice Cole, , signed free agent to practice squad
2009-09-16, Lions, ,  Orien Harris, waived
2009-09-16, Lions,  Claude McBride / Turk McBride, , claimed off waivers (from Chiefs)
2009-09-16, Rams, ,  Eric Young, waived
2009-09-16, Rams, , Quinton Culberson, waived
2009-09-16, Redskins,  Mike Sellers, , re-signed to a 2-year contract extension through 2012
2009-09-16, Seahawks, ,  Jamar Adams, waived from practice squad
2009-09-16, Seahawks,  Brian De La Puente, , signed free agent to practice squad
2009-09-16, Texans,  Anthony Alridge, , signed free agent to practice squad
2009-09-17, Bears, ,  Trumaine McBride, waived / injured
2009-09-17, Bears,  DeAngelo Smith, , signed free agent
2009-09-17, Bills,  Jonathan Stupar, , signed free agent to practice squad
2009-09-17, Colts,  Hank Baskett, , signed free agent
2009-09-17, Jaguars, ,  James Wyche, waived
2009-09-17, Jaguars,  Jeremy Navarre, , signed from practice squad to active roster
2009-09-17, Jaguars,  Zach Potter, , signed free agent to practice squad
2009-09-18, Bills,  Terrence McGee, , re-signed to a 4-year contract extension
2009-09-18, Colts,  Cody Glenn, , signed free agent to practice squad
2009-09-18, Rams, ,  K.C. Asiodu, waived from practice squad
2009-09-18, Rams, ,  Sean Walker, waived from practice squad
2009-09-18, Rams,  Eric Young, , signed free agent to practice squad
2009-09-18, Rams,  Leger Douzable, , signed free agent to practice squad
2009-09-19, Buccaneers, Steve Cargile, , signed free agent
2009-09-19, Chargers,  Andre Coleman, , signed from practice squad to active roster
2009-09-21, Chargers,  Alfonso Boone, , signed free agent to a 1-year contract
2009-09-21, Falcons,  Glenn Sharpe, , signed free agent to practice squad
2009-09-21, Falcons,  Vance Walker, , signed from practice squad to active roster
